review,sentiment
"I really enjoyed this movie and it was a little difficult do that when your brother is making stupid comments in it ever 30 seconds. But this movie I enjoyed, mostly because I'm used to the usual HK action films. Most of the films like this are don't watch it for the story line, watch it for the mindless action. And mindless action is right. You get to see Jet Li Jump, spin, kick, punch, shoot, make impossible jumps and dodge countless bullets. It's true that this movie was released to a broader audience after Li was in Lethal Weapon 4. That is one of the reasons the ratings on this movie dropped. Most people were probably expecting to see a movie that was as polished as a North American film. But you need to remember most HK film budgets aren't nearly as high as a North American film, and the style in a HK action film is usually very different usually requiring in wire work in a lot of them. If you want to see a good action film you should see this just try to ignore the dubbing.<br /><br />My rating was an 8.",positive
"I'm not really sure how to even begin to describe how bad this movie is. I like bad films, as they are often the most entertaining. I love bad special effects, bad acting, bad music, and inept direction. With the exception of the music (which was better than I had expected), this movie had all of those qualities. <br /><br />The special effects were amazingly bad. The worst I've seen since my Nintendo 64. Some scenes to watch for include the Thunderchild, the woman being crushed by the mechanical foot, the Big Ben scene, the train wreck... Wow, there are so many bad effects! On the plus side, though, SOME scenes of the alien walkers are well done.<br /><br />The acting was about as bad as it could possibly have been, having been based directly on H.G. Wells' book. For having such good source material, it's almost as though the actors were trying to be so over-the-top as to make it funny. And then there's the mustache... the single most distracting piece of facial hair I've seen in a long time. Of course, only half the movie contains acting. The rest is characters walking around aimlessly and poorly rendered effects shots.<br /><br />To say that Timothy Hines is an inept director would be an injustice to inept directors. With the use of different colored filters between shots for no particular reason, the use of poorly rendered backgrounds for even inside scenes, the bad green screening, it's amazing to me how this man ever got approval to direct a movie. I wouldn't imagine it would be possible to turn a brilliant book into this bad a movie. Bravo, Mr. Hines. Bravo. <br /><br />My advice to anyone who plans to see this movie is to do what I did: have some friends who enjoy bad movies over, drink, play poker while watching it, keep drinking, and maybe you'll make it all the way through. It does make for an excellent bad movie, so have fun and laugh yourself silly with this disaster.",negative
"I loved this show. I used to actually leave the pub ten minutes before closing and run down the road to catch it. I remember Daniel Peacock's sketch about Gandhi in the newsagents as a masterpiece. The set design and lighting were out of this world, creating an atmosphere that you felt you were actually living in. V unusual for a comedy.<br /><br />Unfortunately I have only encountered one other person (apart from the other reviewer here) who ever knew that this programme existed. In fact I have to thank the IMDb for coming into existence and proving to me that I hadn't in fact imagined the whole series in a drunken haze, which I was seriously starting to believe!",positive
"Black Candles is rather a muddled mess from the same director that brought us ""Vampyres"" and much later, ""Rest in Pieces"", among others..I'm only noting the ones I've seen. At any rate, we have a couple making love and then somewhere near by a pin is poised over a voodoo doll and then pierces it, and the man keels over. Not sure if it was good for either of them, at that point. Fast forward to where the man's sister has come to the house to investigate and hear the reading of the will, or something to that effect, and of course everybody else except her is in on something, which happens to be devil worship. It's really hard to say who is who at moments during the movie and it does get a bit confusing at times. To spice things up though, there's a simulated bestiality scene (I HOPE it's simulated) with a black goat, sure to be a crowd pleaser. Ugh. At times this echoes ""Rosemary's Baby"", minus the baby, because the hostess is always giving one woman herbal tea and the place reeks of whatever nasty Satanic herbs these are too, because that keeps getting remarked upon. However, the herbs aren't the only thing that reeks about this film. The end seems to be back to the beginning again, and many viewers might find themselves wondering where they've been during the middle part. It's not unwatchable, it's just not very good, and I guess it all depends on what you like to see in films, and there wasn't much here that did anything much for me. 3 out of 10.",negative
"As the film opens, two thugs kill another thug. When the body is discovered and about to be autopsied, the doctor realizes that although the man was shot dead, he was also suffering from the Pneumonic plague--a very nasty and more virulent version of the Bubonic plague! So, it's a race against time to find those who came in contact with the dead man and treat them immediately, otherwise a disaster could erupt.<br /><br />Oddly, I actually know quite a bit about the Pneumonic plague, as I taught a series of lectures on it for my history classes. The film really did not do a good job of getting the facts right about the disease in that it looked little like what the people had in the movie. The biggest problem is that this illness is so incredibly grotesque that in 1950 they really wouldn't have been allowed to show it. Sure, there is high fever and coughing (they got this right) but also lots of bleeding and explosive vomiting of blackened blood--along with the enormously swollen lymph nodes like you'd get with the Bubonic plague--all purply and gross! I can certainly understand why they didn't go this far. Also, I am sure that the federal government would have had a much, much greater involvement in controlling and treating the disease--here in the film it was handled on a very local level and everyone seemed ill-prepared and a bit dumb. No one seemed willing to believe the doctors!! As for the acting, the film had some excellent actors here. Richard Widmark and Paul Douglas are, respectively, the public health doctor and police chief. Good actors but also known actors back in 1950. However, in his first film is the very menacing Jack Palance (still going by his original moniker, 'Walter Jack Palance') as well as the relatively unknown (at the time) Zero Mostel. Palance was great--very scary and very physically adept in his own stunts. Mostel played a heavy typical of his early work--a greasy and cowardly sort of evil.<br /><br />Overall, despite really not getting the details right and wrapping everything up a little too neatly, the film is very tense and has excellent acting--and is well worth seeing.",positive
"WE FAW DOWN <br /><br />Aspect ratio: 1.33:1<br /><br />Sound format: Silent<br /><br />(Black and white - Short film)<br /><br />Stan 'n' Ollie get mixed up with a couple of floozies (Kay Deslys and Vera White) after setting out to visit a theatre which burns down in their absence! Needless to say, their tyrannical wives (Vivien Oakland and Bess Flowers) are not amused...<br /><br />Leo McCarey's OK comedy laid the narrative framework for William Seiter's masterpiece SONS OF THE DESERT (1934), with L&H playing brow-beaten victims of circumstance, forced to tell a monstrous lie which backfires in spectacular fashion. Much of it is very funny, especially the scene in which Stan is teased by Deslys, leading to a violent game of push and shove. However, some of the fun is undercut by Oakland and Flowers, playing their roles completely straight, which adds an element of unpleasantness to the 'henpecked husband' scenario. Originally released in the UK as WE SLIP UP.",negative
"Not all movies should have that predictable ending that we are all so use to, and it's great to see movies with really unusual twists. However with that said, I was really disappointed in l'apartment's ending. In my opinion the ending didn't really fit in with the rest of the movie and it basically destroyed the story that was being told.<br /><br />You spend the whole movie discovering everyone and their feelings but the events in the final 2 minutes of the movie would have impacted majorly on everyones character but the movie ends and leaves it all too wide open.<br /><br />Overall though this movie was very well made, and unlike similar movies such as Serendipity all the scenes were believable and didn't go over the top.",positive
"""Sir"" has played Lear over 200 times,but tonight he can't remember his opening lines.Sitting at the mirror,his eyes reflect the King's madness. His dresser prompts him gently,mouthing the words.There is an air of desperation about both these men.The great actor knowing his powers are slipping away,his valet cum major domo cum conscience cum surrogate wife - aware of his boss's decline into madness and knowing he is powerless to do more than ease his passing. ""The Dresser"" is really a love story between the two.Over the years they have become mutually dependent on one another to the extent that neither can conceive a future without the other. Set during the second world war,it concerns the fortunes of a frankly second - rate touring Shakespearean Company comprising an equal number of has - beens and wannabes led by ""Sir"", a theatrical knight of what might kindly be called ""The Old School"".Whatever part he is playing he grabs centre - stage and bellows out over the footlights,bullying his audience into applause.But,somewhere inside him,buried most of the time deep beneath the ham he regularly dishes out,there still remains an occasional glitter of his earlier greatness.It is to catch a glimpse of this that his audiences fervently hope for. Mr A.Finney very cleverly concentrates on the ham,often to the point of caricature,and,just when you are ready to dismiss his performance as mere hyperbole and bluster he will produce a moment of exquisite subtlety and vulnerability that makes you realise that a great actor is playing a great actor. The same goes for Mr T.Courtenay.It's easy to write off his portrayal<br /><br />of Norman as an exercise in stereotyping.Here we have a middle - aged effeminate rather than camp theatrical dresser sashaying his way through life,enjoying the company of ""The Girls"" and loving the wicked Insider gossip rife in ""The Theatre"".There were - and I strongly suspect still are - many men just like Norman in The Profession.Infinitely kind and patient,knowing more about the plays than many of the actors,they run backstage with wisdom and affection.I believe the vast majority of them would hoot with approving laughter at Mr Courtenay's portrait. I saw ""The Dresser"" on the London stage where,against the perceived wisdom,Mr Courtenay's ""Norman"" was rather more subdued than in the movie.""Sir"" was played by the great Mr Freddie Jones to huge acclaim from the audience.It was a memorable performance that overshadowed Mr Courtenay's,reducing him rather to an ""also - ran"" as opposed to an actor on level - billing.The idea that ""Sir"" and ""Norman"" might be almost incomplete without each other went right out of the window. ""Norman"" was reduced to being his puppet,which I'm not sure was what Ronald Harwood intended,but made for breathtaking theatre. Messrs Finney and Courtenay redress the balance in the movie,restoring equality to the relationship. Both men have come a long way since their early appearances in the British ""New Wave"" pictures when they became the darlings of the vaguely Leftish,""middle - class and ashamed of it"" movement.When the British cinema virtually committed Hari - kiri in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the door.With the renaissance of more substantial movies,they re - appeared,blinking in the unaccustomed bright light.<br /><br />""The Dresser"" marked their return,still fizzing with energy and talent, shouting to the world at large ""We're still here"".It's not a big movie but is assuredly a great one.",positive
"This movie was seriously awful. The acting was the worst! It was worse than a student film. Super cheesy, and I think the worst actor was the old lady. At first I thought to myself, well it's an old movie. Then I remembered that that is no excuse! I've seen older movies with way better acting and such.<br /><br />The music was terrible to. It was really choppy. The editing was poor (most of the dialog was out of sync.)<br /><br />Overall, this movie doesn't even deserve a 1. I only watched it because I was so bored, and the movie hardly entertained me. It was just laughable. My dead grandmother's left pinkie toe could make a better movie than this.",negative
"A cheesy ""B"" crime thriller of the early '50, the story is droll, the characters wooden, Allison Hayes and Abbe Lane are the only two sexpots that make it an eye-catcher, but one short shot, only a few frames long, shows an ""el"" train crossing the river on the State Street bridge, of the 6000 series Pullman-built cars painted in their original 1950 paint scheme, as they were delivered when new in 1950. For traction fans like me, that one short take makes the picture worthwhile. I think films like this one, Ulmer's DETOUR, D.O.A. with Edmund O'Brien,THE FUGITIVE with Harrison Ford, and others of the film noir genre, (big city crime dramas) make it interesting if for nothing other than the fact that I know Chicago and San Francisco intimately and recognize most of the street locations. Other wise it's a really droll boring film!",negative
"I love Sarah Waters's Fingersmith, and was worried about the TV adaptation as I'd been disappointed by the BBC's version of Tipping the Velvet (which although beautiful to look at was let down by Keeley Hawes not being able to sing, and Rachael Stirling not being able to act). Fingersmith is a very tightly plotted novel with breath taking twists and turns and I wondered if this could be done justice to in just 3 hours.<br /><br />I needn't have worried. The adaptation was excellent, very little cut out, and went along at a cracking pace (although I did wonder whether if you hadn't read the book, would you miss things?). It had the look and feel of a BBC classic costume drama and i kept having to remind myself that this is a contemporary book.<br /><br />The acting was stellar. Sally Hawkins acting her heart out as Sue Trinder, and Elaine Cassidy, a slow burner, who by the end of the story was incandescent as Maud Lilley. The love, the passion, the realisation of the acts of betrayal both would have to perform, were written on their faces. It was a joy to watch.<br /><br />I hope Rachael Stirling was watching: that's how you play a Sarah Waters character!",positive
"and shot in Vancouver with the 'mountains' of the low country of South Carolina visible in the background. For heaven's sake, they should have reset the location. There are no coastal mountains in South Carolina. Period.<br /><br />Lame visuals. They should have been beautiful. And the story limped along.<br /><br />I really don't understand why it was such a hit as a book, although I have to admit it's one I haven't read as yet. Usually I read the book and give the film a miss. There was nothing in this movie that made me want to buy the book, or even borrow it from the library.<br /><br />Verdict: The Mermaid Chair seemed pretty shallow to moi.",negative
"The first time I saw this was when I was with a date, and she thought it was an awesome movie. I didn't.<br /><br />The second time I saw this was last night on TV. It still sucks.<br /><br />As a love story this sucks. As having Julia portray a street hooker, this is repulsive. To me she was a librarian with a miniskirt and heels. She had no tough shell to her. She wasn't tortured, anguished, enraged, starving or anything else. Her ""HOOKER"" character was so flawed, like comparing a cubic zircon to a diamond. The two simply don't fit, no matter what they look like.<br /><br />The ONLY cast I felt was worth watching was the 2 bitchy saleswomen, whom were excellently cast. They did such a fine job that I hated them for the few seconds that they were on screen. They had real definition, for the minor roles. OK, so the movie wasn't entirely trash...the two ignorant saleswomen saved the film.<br /><br />Aside from those two women sales people, the rest of the cast...including the big names was just crap. Either everybody was an ass-kisser or had absolutely no reason to fill any dialog in the movie aside from just complimenting Julia Roberts or kissing ass to Richard Gere.<br /><br />This was a movie about how when you walk around in high-heels and a tight skirt in Beverly Hills, people leer at you and guys who work in hotels gawk as if they just had a baseball bat struck to their face.<br /><br />While in reality, the women who are dressed to the nines in Beverly Hills are hookers and prostitutes to a higher degree, but since they aren't wearing the gaudy Madonna looking jewelry or the patent boots, they can look down on the others who do.<br /><br />The hotel cast was sickeningly sad to watch, and anybody who had any real character had less than a minute of screen time.<br /><br />This is an insult to romantic movies, comedies, dramas and even to prostitutes who face wealthy customers on a daily basis with hopes of having their lives work out perfect.<br /><br />The story is about Julia Roberts being PIMPED (yes PIMPED) by a multimillionaire in a business suit and limousine.<br /><br />She is still owned, still told how to act, how to move, what to wear, what to say, where to go and what to do. He is more controlling than a street pimp, but the folks at Disney/buena vista butter it up to make it easier to swallow.<br /><br />Had Richard Gere been a black man with a gold tooth and an AK-47 at his side instead of an attaché case, this movie would be about how a woman has to struggle to get away from the harshness of prostitution. Same story, different characters will make a very different outlook.<br /><br />Oh yeah, change the white man for a black man or Asian or Spanish, have the land business deal be changed to a deal of weapons or narcotics and the entire concept of romantic comedy is thrown away.<br /><br />As far as I'm concerned, Pretty Woman is still trash, dressed with ribbons and bows.<br /><br />I didn't like it 15 years ago, when I didn't understand it and was led by the Hollywood hype. I hate it now that i can see past the pretty decorations that is called ""love"".<br /><br />This movie is NOT a romantic comedy. It's a story on how to control a woman as long as you have the means and income to do so.<br /><br />This is an insult to strong women, weak women and women in general, as well as to my television screen.<br /><br />Do I hate it? Yes. Does it suck? Yes Would I recommend it to you? NO...well maybe if I really hated you.<br /><br />Will this review get posted? We'll see.<br /><br />Anywayz, that's all for now.",negative
"Doug McClure has starred in a few of these British produced genre adventures and this one has got to be the worst of the lot . I know THE LAND THAT TIME FORGOT has its critics but please at least that movie featured location filming and relatively good production values . That's the problem with this movie - The production values go way beyond "" So bad they're good "" affectionate territory and become "" so bad I think I'll go and see what's on the other channels "" <br /><br />One case in point is the first scene featuring the intrepid Cushing and McClure encountering a monster . It's painfully obvious the monster is an average sized man dressed up as a rubber monster being made to look over twenty foot tall via overblown back projection . It becomes even more painfully obvious that our heroes are trying to escape the monster by running on the spot . Have I mentioned that this is one of the more convincing set pieces ? No really this looks like it was filmed in somebody's living room with the spare change left over from that year's DOCTOR WHO budget . Even former DOCTOR WHO Peter Cushing is bland and what should have been an amusing line "" You can't mesmerise me - I'm British "" is delivered in a very flat way ( A very similar line is spoken by Cushing in HORROR EXPRESS ) in a script devoid of characterisation , plotting and memorable dialogue . It's not just the fact that the dialogue is unmemorable it's also infrequent and rare since the monsters don't speak . Wouldn't it have been better having the chief bad guys humanoids like in WARLORDS OF ATLANTIS so that they could explain the plot . Does anyone here know what the plot actually is ? <br /><br />A very tedious British movie that even the twin talents of Caroline Munro can not save . The whole mood of the movie is summed up by the final sequence featuring two keystone cops",negative
"With a catchy title like the Butcher of Plainfield this Ed Gein variation and Kane Hodder playing him will no doubt fly off the shelves for a couple of weeks.Most viewers will be bored silly with this latest take on the life of Ed Gien.<br /><br />The movie focuses on Ed's rampage and gives us a(few)glimpses into his Psycosis and dwelling in Plainfeild.Its these scenes that give the movie a much needed jolt.<br /><br />What ruins this is the constant focus on other characters lives and focuses less on Eds.Big mistake here.<br /><br />Kane Hodder is a strange choice to play Gein,but He does pull it off quite well,and deserves more acting credits than he gets these days.Prascilla Barnes and Micahel Barryman also show up.<br /><br />3/10",negative
"Hmmm, yeah this episode is extremely underrated.<br /><br />Even though there is a LOT of bad writing and acting at parts. I think the good over wins the bad. <br /><br />I love the origami parts and the big 'twist' at the end. I absolutely love that scene when Michelle confronts Tony. It's actually one of my favorite scenes of Season 1. <br /><br />For some reason, people have always hated the Reincarnation episodes, yet I have always liked them. They're not the best, in terms of writing. but the theme really does interest me,<br /><br />I'm gonna give it a THREE star, but if the writing were a little more consistent i'd give it FOUR.",positive
"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",negative
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"Can it ever be said that there are some movies that have no redeeming features whatsoever? Answer: Yes, and this is one of them. After helming the appalling 'House of the Dead' director Uwe Boll has now cast his less-than-talented eye towards yet another video game adaptation. Don't these guys get it? To anyone who can't understand, here it is in block capitals for you: VIDEO GAMES DO NOT MAKE FOR GOOD MOVIES! The acting here is, at best, sub-standard. The set design and special effects are poor. Unlike the video game (which did have its scary moments) the movie has no atmosphere of impending doom, no sense of danger or menace. Pacing and plotting is confused and the paper that the script is printed on would have been better used as toilet paper. The main culprit is the director. Uwe Boll uses the camera with the grace and skill of a monkey using a paintbrush. Hackneyed zooms, swoops and pans are spliced into the whole dreary affair at unpredictable moments leaving the audience disorientated and bored. Why this guy was ever let near a movie set in the first place must stand as one of modern cinemas greatest secrets. Avoid at all costs.",negative
"Possibly the worst film within the genre in existence. It was announced as a comedy, but is simply tragically pathetic. I don't think anyone could have achieved anything more terrible and irritating if they were specifically requested to. It is toilet humour at its very poorest, I would avoid even watching the trailer. I only went to see it because it was announced that if you like Monty Python, you are bound to love this. Whoever wrote that was either biased or seriously deranged. I am still bewildered how one can honestly believe such a statement. Rarely do I leave the cinema, really it takes a lot of effort for a film to have that effect on me: this one did it in just 30 minutes.",negative
"This is the epitome of bad 80's film-making, unless you are a pre-pubescent girl. Riding on a big name like madonna, a story line that physically assaults one's intelligence and humour that is most suited for a nursery school. If there was ever any doubt i think this turd of a movie clearly displays Madonna's absolute lack of acting talent and made me feel highly embarrassed on her behalf. The only thing i can't believe is that they ever let the director near another movie again. Madonna spends most of the movie prancing around like an infantile rag doll, and talking like a baby. It is painfully obvious that the only reason this movie was ever made was due to the fact that Madonna was a big name in pop music at the time. DO NOT BE DUPED INTO SEEING THIS AWFUL ATTEMPT TO CASH IN ON POP STARDOM. Stay away at all costs!",negative
"This movie was fun, if all over the board.<br /><br />It essentially follows the comedic romp of two grave-robbers in 19th century England, who move from conventional body snatching to trafficking in vampires, zombies and dead Roswell aliens. (I have no idea what the Roswell alien was doing in there, and neither did the producers, I think.) <br /><br />But was it funny? You bet. Even Ron Perlman, who is often the kiss of Direct to DVD Death was pretty good in this one as a priest who turns out to be the ringleader of a rival gang of body-snatchers.<br /><br />A real joy to watch this hilarious little film, and a good example of what you can do when you don't have larger than life egos on either side of the camera.",positive
"Based on one of the books by Gabriel Marquez and it might be brilliant literature, this cinema-adaption really sucks as it's more like fighting against sleep rather than enjoying some cinematographic delices. The story is about an old couple whose son died and living a life that is heavily dominated by poverty, and wherein the main character is a cock that hopefully one day brings some money for a forthcoming cockfight. I am in no mood to spill more words on this useless pretentious piece, just perhaps that you can see Salma Hayek in here, but sitting 90 minutes in front of your screen for just that? No gracias.....",negative
"During a sleepless night, I was switching through the channels & found this embarrassment of a movie. What were they thinking?<br /><br />If this is life after ""Remote Control"" for Kari (Wuhrer) Salin, no wonder she's gone nowhere.<br /><br />And why did David Keith take this role? It's pathetic!<br /><br />Anyway, I turned on the movie near the end, so I didn't get much of the plot. But this must've been the best part. This nerdy college kid brings home this dominatrix-ish girl...this scene is straight out of the comic books -- or the cheap porn movies. She calls the mother anal retentive and kisses the father ""Oh, I didn't expect tongue!"" Great lines!<br /><br />After this, I had to see how it ended..<br /><br />Well, of course, this bitch from hell has a helluva past, so the SWAT team is upstairs. And yes...they surround her! And YES YES! The kid blows her brains out!!!! AHAHHAHAHAHA!!<br /><br />This is must-see TV. <br /><br />",negative
"A gritty presentation of the decay of family values and human dignity in the wake of Soviet communism, Vasili Pichul's 1988 film Little Vera is a landmark film of modern Russian cinema. Pichul's brutal drama marks a strong departure from the images of sanitized idealism promoted in Soviet times (as in Aleksandrov's Circus), brashly moving the social chaos of his time into the public spotlight. A contemporary Ukrainian setting further intensifies the effect, first by the immediacy of the film to its time period, second by its utilization of a locale not only struggling for identity in lieu of a Soviet system, but also as a nation distinct from the Russian idiom that had dominated the U.S.S.R.<br /><br />Vera, the film's title character and protagonist, is a rebellious adolescent girl with a ""dysfunctional"" family including a hard-drinking father and a mother care-worn. Rejecting her would-be beau Andrei, Vera begins a destructive (and primarily sexual) relationship with a college student named Sergei. Despite her parents' dislike for the lazy Sergei, and despite Sergei's rude contempt for her parents, he moves into their cramped apartment. Tensions escalate until Vera's father drunkenly stabs Sergei. Vera must decide if she will stay loyal to her intolerable family by testifying her father acted in self-defense, or continue to support and defend the ever-detached Sergei. <br /><br />Unbearable in almost every imaginable way, Little Vera masterfully captures and communicates the inescapable void left in social life after the collapse of communism. The sexual aggressiveness of the film (it was the first film to show explicit sex) combined with the unrelenting presentation of social reality (a marked distinction from the socialist realism demanded by Stalin) effectively confronted the conditions of former-Soviet life. Most interesting, however, was public reception. While many wrote hate mail to the director and star, the film was wildly popular. Here the double-edged nature of ""film as social criticism"" emerges: if done correctly, the film will make the audience uncomfortable. Because no easy solution presents itself, some viewers will hate the film and filmmakers for ""bringing up"" the issue. Many films come to mind as somewhat comparable in this regard: Larry Clark's Kids, Harmony Korine's Gummo, even popular movie's such as John Hughes' Breakfast Club. <br /><br />I recommend this film to those viewers for whom the prospect of nearly two hours excruciating domestic conflict and social miasma is not overly daunting. The film is absolutely beautiful, and incredibly challenging. Despite the difficulties of watching the film, some moments within it are profoundly beautiful. Of course, the socio-historic and cultural significance of the film cannot be overlooked, and in fact operate as an even more assertive reason for watching this film.",positive
"I am a chess player and I wanted to like this film. Trouble is, the content could have been fitted in a 30-minute documentary.<br /><br />There were lots of shots of corridors being walked down and Kasparov gazing out in the hall where he won the World Championship. There were other shots of Kasparov being walked round the site of the 1997 match and being told where he sat and where Deep Blue was located. This just looked like filler.<br /><br />Also, I didn't find it interesting to see in detail where Deep Blue was now and seeing an IBM techie trying, unsuccessfully to 'open' it. What would we have seen of interest inside anyway - a little grandmaster?<br /><br />Also, the recent match against Karpov. I no longer follow professional chess enough to know when and where this was. It would have been nice to have been told: was this a one-off 'just for the money'? Was it part of the world championship cycle? What was the final score? The nub of the film was the play in game two. Could/would IBM let Kasparov see 'inside' the machine? That's where the focus should have been.",negative
"Quentin Tarantino's partner in crime Roger Avary (co-writer on ""Pulp Fiction"") ventures out on his own (Q.T. goes exec. prod. this time) for this over-boiled French thriller.<br /><br />Eric Stoltz is Zed, safe cracker extraordinaire who has drifted over to France from the U.S. at the request of an old friend. There he teams up with a motley crew of drugged out hippies who, with little or no planning, think they can knock off a bank vault full of gold bullion on a French national holiday.<br /><br />Avary has reworked the robbery gone wrong theme that Tarantino developed so well in ""Reservoir Dogs"", only ""Killing Zoe"" is not good enough to survive on the strength of this alone, so Avary has thrown in a rather beautiful distraction. Julie Delpy is Zoe, a student come call girl who entertains Zed on his arrival in Paris. A stunning distraction she certainly is, but nothing more.<br /><br />I guess our director wanted to add a different angle to this basic theme, but sadly the move did not help to add the depth his shallow plot so desperately needed. There was never a story in this idea, which was nothing more than that, an idea. Even the surreal journey into the seedy dives of Paris is uninspiring. I figure one would have to concede that there was never much of a movie in the story of a bunch of gangsters shooting each other up over a botched jewellery heist either, that is until you add intricate characters and snappy dialogue. ""Reservoir Dogs"" had it, ""Killing Zoe"" did not.<br /><br />Stoltz's strong interpretation of the doubtful Zed and Jean Hughes-Anglade's mad portrayal of the obsessive ring leader do nothing to lift proceedings. In short, Avary has unsuccessfully attempted to conjure entertainment out of nothing.<br /><br />Friday, September 15, 1995 - Astor Theatre",negative
"I was not very excited to see this movie in the first place but a group of us decided to go see it on opening night. I felt like getting up and walking out and attempting to get my money back 20 minutes into this film. I felt that the movie was very boring, uninteresting, and not true in many aspects including ""gaming"". I tried my best not to fall asleep during the movie as i watched one of the worst horror films i have ever seen. The scary movie series was scarier than this movie. The sad attempt to pull in a Gothic girl, an overworked business man, and 15 year old geek, and some random guy into a video game that kills you is a bad plot to begin with. Then they try to throw in a very horrible love scene where the main character kisses another girl after saving her 10 minutes after his girlfriend was murdered. The theater was packed when the movie started by then end a little over half of the people had left before it was over. If you feel the need to waste only 1 hour and 16 minutes of your time seeing this movie ... prepare to feel cheated.",negative
"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse.",negative
Another good Stooge short!Christine McIntyre is so lovely and evil and the same time in this one!She is such a great actress!The Stooges are very good and especially Shemp and Larry!This to is a good one to watch around Autumn time!,positive
"Writer/Director Peter Greenaway cements his title as the High Lord of Art House Pretension with his latest exercise in obnoxious self-indulgence, 8 ½ Women. The film follows a wealthy Englishman and his son on their mutual quest for sexual satisfaction, as they lure and blackmail women (guess how many) into joining their personal collection of concubines.<br /><br />Think of any possible way that this premise could be offensive, and chances are Greenaway's done it. The female characters are little more than a catalogue of fetishes for the two protagonists to partake of. There's the Kabuki-obsessed Mio, the ever-pregnant Giaconda and Beryl, who's got a thing for farm animals. Giulietta has no legs and uses a wheelchair, she's the ""half woman,"" get it? Greenaway vehemently denies all accusations of misogyny, but if this isn't it, then what is?<br /><br />The film goes on to eroticize anything and everything having to do with Japan, a continuation of themes from his snore-worthy (but less sexist) 1996 film, The Pillow Book. But where the The Pillow Book was erotic and graceful, 8 ½ Women just gets horny and exploitative. Greenaway's work is tasteless and arrogant in its fetishism, and the only person likely to enjoy watching it is the auteur himself.",negative
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",negative
"Okay, I absolutely LOVE Ben Stiller, although I am lukewarm about Jennifer Aniston. I do not think this girl can act in the least. Every movie or sitcom I've seen her in is very hard to get past her fake acting. It sounds like she is just standing there reading right off the script. This movie only had one good thing about it, and that's that Ben Stiller was in it. This plot is so used and abused it's ridiculous. How many movies have this same type of plot?? Can we say ""Forces of Nature??"" Not only is the plot so old, but the outcome is so predictable, it's boring. I knew everything that was going to happen before it did. It was a bore, but watching Stiller is always a delight!!!",negative
"Along with Fernando Fragata, João Mário Grilo, Abi Feijó, Leonel Vieira, étc...(other commercial directors), Diamantino Costa is one of the best Portuguese Directors; ""O Lampião da Estrela"" was his (Diamantino Costa) First movie, before he made several successful commercials. This title is starred by one of the best Portuguese comedians of all times, Herman José and José Pedro Gomes are great. Its a very funny movie!! (28/07/2000)<br /><br />BOA SORTE DIAMANTINO...",positive
"Mixing small town sheriffs, high-school students, fake rock music, and some weirdo who kills for, well, no reason in particular, this film is essentially a re-make of ""The Giant Gila Monster"" - except without the gila monster, of course.<br /><br />Now, anyone who has actually seen ""Giant Gila Monster"", knows that it is one of the worst made films of all time, frequently so slow, it's not even funny. And I can't believe that by 1967, ""Giant Gila Monster"" had earned such a reputation that young directors were just dying to get to work on a sequel, let alone a remake. So will someone please explain to me why this film was made?! The dance sequence, by the way, is historically interesting, although about three years out of date; but even that's spoiled, since it goes on... and on... and... on....",negative
